"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","pplhlp","trstlgl","trstplt","vote","stflife","stfeco","stfgov","stfedu","stfhlth","imsmetn","happy","health","hlthhmp","rlgblg","hhmmb","gndr","agea","rshpsts","domicil","edulvlb","eduyrs","pdwrk","emplrel","wrkctra","jbspv","wkhtot","uemp12m","hinctnta","hincfel","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",50445,"FR",1.0037599,1.1980509,3.184377,3.8150456,5,7,4,1,7,5,5,6,5,2,7,3,3,2,2,1,56,3,4,113,12,1,1,1,2,35,6,8,1,0.000121652345,624,6301
"ESS11e02",11,"2.0","20.11.2024",50446,"FR",0.9916536,1.14943,3.184377,3.6602185,3,2,0,2,2,2,3,3,2,3,7,4,1,2,2,1,67,1,4,321,9,0,1,1,1,70,6,4,2,0.00012313749,638,6197
"ESS11e02",11,"2.0","20.11.2024",50465,"FR",1.0046194,0.84403974,3.184377,2.6877406,5,7,4,1,3,5,4,4,3,2,9,2,3,2,5,1,25,66,2,710,17,1,1,1,2,40,6,77,1,0.00012154826,637,6088
"ESS11e02",11,"2.0","20.11.2024",50468,"FR",1.0078994,0.7207012,3.184377,2.2949843,6,2,6,1,8,6,5,5,8,2,8,3,3,1,2,1,66,1,4,321,9,0,1,1,1,40,6,7,1,0.000121152705,637,6089
"ESS11e02",11,"2.0","20.11.2024",50530,"FR",0.9981845,1.11442,3.184377,3.5487335,5,6,3,2,8,5,5,6,7,1,8,3,2,2,3,1,31,66,4,323,12,1,1,2,2,35,2,8,2,0.00012233184,637,6344
"ESS11e02",11,"2.0","20.11.2024",50547,"FR",1.0047086,0.8924132,3.184377,2.84178,2,6,3,2,7,6,6,5,6,2,7,1,3,1,2,1,23,3,1,620,15,0,6,6,6,666,6,4,3,0.00012153747,601,6128
"ESS11e02",11,"2.0","20.11.2024",50568,"FR",0.99948925,0.71468735,3.184377,2.2758338,6,5,5,2,3,4,4,5,9,2,7,3,3,1,1,1,58,66,3,321,8,1,1,1,2,37,1,4,4,0.00012217215,637,6347
"ESS11e02",11,"2.0","20.11.2024",50602,"FR",0.9880053,0.55122507,3.184377,1.7553084,3,3,2,1,8,7,6,8,7,1,7,3,3,2,2,1,65,1,4,720,20,0,1,1,1,60,6,9,1,0.0001235922,619,6291
"ESS11e02",11,"2.0","20.11.2024",50610,"FR",0.99678457,0.7800714,3.184377,2.4840412,6,6,7,1,7,7,7,7,5,2,7,2,3,1,2,2,63,1,3,313,12,1,2,6,1,40,1,7,2,0.00012250364,632,6388
"ESS11e02",11,"2.0","20.11.2024",50638,"FR",0.9927002,1.3149734,3.184377,4.187371,4,3,4,1,7,3,3,4,6,1,6,3,3,1,1,2,21,66,3,313,16,0,1,2,2,35,2,1,3,0.00012300767,633,6384
"ESS11e02",11,"2.0","20.11.2024",50693,"FR",0.98810005,1.7019053,3.184377,5.419508,5,7,4,1,7,4,3,4,3,2,7,2,3,1,5,2,20,66,2,313,15,0,1,2,2,0,6,88,1,0.00012358035,617,6411
"ESS11e02",11,"2.0","20.11.2024",50714,"FR",0.979185,1.1168828,3.184377,3.5565758,6,8,0,1,8,5,3,3,4,1,8,1,3,1,2,2,28,1,1,710,18,1,1,2,2,50,6,10,1,0.00012470549,613,6161
"ESS11e02",11,"2.0","20.11.2024",50771,"FR",0.99144787,1.1833539,3.184377,3.7682447,6,3,3,1,6,1,1,5,3,2,8,2,1,2,2,1,76,1,4,113,9,0,1,1,1,41,6,7,2,0.00012316306,623,6308
"ESS11e02",11,"2.0","20.11.2024",50789,"FR",1.0074049,1.0506052,3.184377,3.3455229,5,3,5,1,7,4,5,3,4,2,7,2,3,1,3,1,52,1,2,720,17,1,1,1,2,40,2,10,1,0.00012121218,617,6366
"ESS11e02",11,"2.0","20.11.2024",50811,"FR",0.9960651,1.4083931,3.184377,4.4848547,8,3,2,3,10,88,88,2,8,2,9,2,3,2,5,1,16,66,3,213,10,1,1,3,2,0,6,10,1,0.00012259214,625,6328
"ESS11e02",11,"2.0","20.11.2024",50812,"FR",0.989611,1.7696227,3.184377,5.6351457,2,1,2,2,7,0,1,4,4,3,4,3,1,1,6,2,28,3,3,113,7,0,6,6,6,666,1,6,2,0.00012339166,622,6354
"ESS11e02",11,"2.0","20.11.2024",50826,"FR",0.9971388,1.3931172,3.184377,4.43621,6,4,2,3,9,6,3,3,8,2,8,1,3,1,2,1,18,66,2,321,12,1,1,2,1,168,6,5,2,0.00012246013,634,6244
"ESS11e02",11,"2.0","20.11.2024",50827,"FR",1.0051756,0.9175834,3.184377,2.9219315,5,5,5,2,8,3,5,7,4,2,9,3,2,2,4,2,41,2,5,323,13,1,2,6,2,40,1,6,2,0.00012148101,628,6278
"ESS11e02",11,"2.0","20.11.2024",50832,"FR",0.99429137,1.2260207,3.184377,3.904112,5,0,2,1,5,0,3,0,5,1,5,2,3,1,2,2,74,66,3,213,9,0,1,2,2,28,2,5,1,0.00012281083,631,6243
"ESS11e02",11,"2.0","20.11.2024",50841,"FR",0.9876085,0.7297056,3.184377,2.3236575,6,5,6,1,7,5,5,6,6,2,7,2,3,1,4,2,36,2,4,610,15,1,1,1,2,37,6,6,2,0.00012364186,637,6329
"ESS11e02",11,"2.0","20.11.2024",50848,"FR",0.99716085,1.1454853,3.184377,3.647657,6,3,3,1,3,2,3,7,7,2,8,1,3,1,3,1,29,2,2,710,17,1,1,1,1,39,6,5,3,0.00012245742,617,6358
"ESS11e02",11,"2.0","20.11.2024",50903,"FR",1.0065928,0.58894897,3.184377,1.8754355,5,4,5,1,5,5,6,6,6,3,7,2,1,2,3,1,55,1,3,321,11,0,2,6,2,60,6,7,2,0.00012130997,618,6268
"ESS11e02",11,"2.0","20.11.2024",50913,"FR",0.9896142,0.7980011,3.184377,2.5411363,6,8,5,1,7,6,4,5,2,2,7,2,3,1,2,1,36,3,4,720,17,1,1,1,1,42,6,8,2,0.00012339126,625,6326
"ESS11e02",11,"2.0","20.11.2024",50931,"FR",0.99716085,1.0399233,3.184377,3.3115077,2,10,4,1,8,2,4,1,0,2,7,2,3,1,4,1,40,1,2,720,17,1,1,1,1,42,2,10,2,0.00012245742,617,6358
"ESS11e02",11,"2.0","20.11.2024",50940,"FR",0.9960624,1.3469487,3.184377,4.2891927,3,8,6,1,7,2,5,7,4,2,9,2,3,2,2,2,29,2,4,710,17,1,2,6,2,35,2,7,2,0.00012259246,638,6380
"ESS11e02",11,"2.0","20.11.2024",50987,"FR",0.9874551,1.7743444,3.184377,5.6501813,3,5,3,3,6,5,6,8,8,2,6,1,3,1,5,1,999,1,2,0,9,1,1,1,2,39,6,88,2,0.00012366106,623,6297
"ESS11e02",11,"2.0","20.11.2024",50994,"FR",0.9863346,1.1899111,3.184377,3.7891254,0,4,0,1,10,0,0,2,2,2,10,1,3,1,2,2,56,1,2,313,12,1,1,1,2,39,6,9,1,0.00012380154,638,6198
"ESS11e02",11,"2.0","20.11.2024",51029,"FR",1.0084747,0.6269357,3.184377,1.9963996,7,6,7,2,4,4,4,5,5,2,7,2,3,2,1,2,61,66,4,510,14,1,1,1,2,35,6,3,2,0.0001210836,620,6211
"ESS11e02",11,"2.0","20.11.2024",51054,"FR",1.0119718,0.616254,3.184377,1.9623849,2,5,4,1,7,2,2,5,5,1,7,2,3,2,1,2,79,66,4,321,10,0,1,1,2,35,2,2,2,0.00012066517,618,6206
"ESS11e02",11,"2.0","20.11.2024",51059,"FR",0.9966333,1.1001098,3.184377,3.5031643,7,5,0,2,8,0,0,3,2,3,8,3,2,2,3,2,41,2,4,313,13,1,1,2,2,35,1,4,3,0.00012252225,633,6203
"ESS11e02",11,"2.0","20.11.2024",51096,"FR",1.0119712,0.74770683,3.184377,2.3809803,8,3,0,2,5,3,7,5,2,1,7,1,2,2,4,2,41,2,4,620,17,1,1,2,2,28,6,2,2,0.000120665245,637,6220
"ESS11e02",11,"2.0","20.11.2024",51101,"FR",0.9919002,0.61678886,3.184377,1.9640882,8,3,1,1,8,4,3,5,4,2,8,2,3,2,2,1,60,1,4,321,12,0,1,1,2,55,6,6,2,0.00012310689,628,6271
"ESS11e02",11,"2.0","20.11.2024",51102,"FR",1.0029434,0.8385631,3.184377,2.670301,3,6,0,1,10,0,0,4,3,2,8,4,2,2,1,2,58,66,3,323,12,0,1,2,1,38,1,3,1,0.000121751385,621,6304
"ESS11e02",11,"2.0","20.11.2024",51112,"FR",0.9970905,0.6028136,3.184377,1.9195857,9,5,5,1,10,5,5,7,5,1,9,2,3,2,4,2,35,1,3,620,16,1,1,1,2,30,2,8,1,0.00012246605,618,6269
"ESS11e02",11,"2.0","20.11.2024",51119,"FR",0.9919002,0.9054637,3.184377,2.8833377,10,5,8,2,5,6,7,8,9,3,6,4,2,2,1,2,49,66,3,313,15,1,1,1,2,35,6,2,3,0.00012310689,628,6271
"ESS11e02",11,"2.0","20.11.2024",51146,"FR",0.99384505,1.1614119,3.184377,3.698373,10,10,10,1,0,0,0,10,10,1,10,4,1,1,1,2,59,66,3,113,9,0,1,2,1,0,2,1,2,0.00012286598,623,6294
"ESS11e02",11,"2.0","20.11.2024",51178,"FR",0.9925982,0.7570875,3.184377,2.410852,5,4,2,2,3,3,2,4,8,3,6,3,3,2,1,1,35,66,1,510,17,1,1,1,1,42,6,77,2,0.00012302032,607,6146
"ESS11e02",11,"2.0","20.11.2024",51190,"FR",1.0037961,0.7282077,3.184377,2.3188877,4,6,1,1,9,1,0,3,3,2,8,1,3,1,5,2,27,66,4,620,18,1,1,1,1,38,1,88,2,0.00012164796,628,6274
"ESS11e02",11,"2.0","20.11.2024",51192,"FR",0.99429137,1.1672918,3.184377,3.7170968,3,8,5,3,9,3,6,3,7,1,8,3,2,1,3,1,18,66,2,313,12,0,1,2,1,35,6,8,1,0.00012281083,631,6243
"ESS11e02",11,"2.0","20.11.2024",51200,"FR",0.9931115,0.9128541,3.184377,2.9068713,8,5,5,2,7,5,5,3,5,2,8,3,2,1,4,2,53,1,3,313,12,1,1,1,2,14,2,7,1,0.00012295673,629,6228
"ESS11e02",11,"2.0","20.11.2024",51216,"FR",1.0063419,0.7489468,3.184377,2.384929,6,6,88,8,8,3,5,3,1,2,8,2,3,1,1,2,62,66,1,321,12,0,1,1,1,60,6,2,1,0.000121340214,637,6331
"ESS11e02",11,"2.0","20.11.2024",51221,"FR",1.0017054,0.93167347,3.184377,2.9667995,7,8,6,1,8,6,7,6,7,2,8,3,2,2,2,2,84,3,3,510,15,0,1,1,2,42,6,7,1,0.000121901845,617,6417
"ESS11e02",11,"2.0","20.11.2024",51256,"FR",1.0001162,1.4819932,3.184377,4.719225,7,8,3,2,7,6,4,5,6,2,7,2,2,2,2,1,43,3,3,313,14,1,1,1,2,45,6,10,1,0.00012209556,638,6374
"ESS11e02",11,"2.0","20.11.2024",51259,"FR",1.0033273,2.7169855,3.184377,8.651906,6,3,2,2,7,5,1,1,6,1,9,3,3,1,2,2,54,3,4,213,10,1,1,1,2,35,6,7,2,0.000121704805,622,6350
"ESS11e02",11,"2.0","20.11.2024",51285,"FR",1.0037961,0.593794,3.184377,1.8908639,5,8,7,1,9,4,5,7,5,1,10,2,3,1,2,2,62,1,4,720,16,1,1,1,2,35,2,9,1,0.00012164796,628,6274
"ESS11e02",11,"2.0","20.11.2024",51297,"FR",0.9988994,0.9789068,3.184377,3.1172082,4,8,6,1,8,7,5,5,3,1,7,3,3,1,1,1,79,66,2,0,0,0,1,1,2,38,1,3,2,0.0001222443,618,6270
"ESS11e02",11,"2.0","20.11.2024",51308,"FR",0.9902272,0.6155924,3.184377,1.9602783,6,7,7,1,7,3,4,8,4,1,8,3,3,1,2,2,77,1,4,520,14,0,1,1,2,35,6,8,1,0.00012331488,620,6336
"ESS11e02",11,"2.0","20.11.2024",51345,"FR",1.0037599,1.1729982,3.184377,3.7352684,1,3,0,1,8,4,8,3,8,4,8,7,3,1,2,2,65,1,4,213,11,0,1,1,2,40,2,7,2,0.000121652345,624,6301
"ESS11e02",11,"2.0","20.11.2024",51360,"FR",0.99479514,0.8298769,3.184377,2.6426408,6,4,3,1,6,3,0,3,3,1,6,3,2,2,1,2,33,66,1,620,15,1,1,1,2,35,6,6,1,0.00012274864,637,6332
"ESS11e02",11,"2.0","20.11.2024",51393,"FR",0.9978333,1.0153753,3.184377,3.2333374,3,5,5,1,7,5,5,6,8,3,8,2,3,2,2,2,63,3,3,313,12,0,1,1,2,38,6,5,2,0.0001223749,624,6302
"ESS11e02",11,"2.0","20.11.2024",51400,"FR",0.99974144,0.73867065,3.184377,2.3522058,6,8,7,1,10,7,8,8,8,1,8,1,3,2,6,2,39,2,1,610,15,1,1,1,1,50,6,10,1,0.00012214133,637,6345
"ESS11e02",11,"2.0","20.11.2024",51406,"FR",0.9931115,0.64252555,3.184377,2.0460436,7,8,4,1,9,4,4,5,6,2,9,2,3,2,5,2,52,3,5,520,16,1,1,1,2,35,6,88,1,0.00012295673,629,6228
"ESS11e02",11,"2.0","20.11.2024",51414,"FR",0.9924787,0.78089345,3.184377,2.486659,2,4,1,1,10,3,1,9,6,2,9,3,3,2,3,2,59,1,1,321,12,1,1,1,2,39,6,77,2,0.00012303512,627,6389
"ESS11e02",11,"2.0","20.11.2024",51415,"FR",0.989611,1.0163171,3.184377,3.2363367,5,8,2,2,2,7,2,3,9,2,7,1,3,1,1,1,37,66,3,321,9,1,1,1,2,39,2,6,1,0.00012339166,622,6354
"ESS11e02",11,"2.0","20.11.2024",51440,"FR",1.0130249,0.9254328,3.184377,2.9469268,3,5,0,2,5,0,2,3,3,2,5,3,3,2,3,1,22,66,3,323,12,1,1,1,1,35,2,8,1,0.00012053972,618,6253
"ESS11e02",11,"2.0","20.11.2024",51521,"FR",1.0036118,1.1768528,3.184377,3.7475429,4,3,1,2,6,1,5,3,2,2,6,4,1,2,2,2,58,3,3,113,9,1,1,1,2,23,2,8,1,0.0001216703,636,6141
"ESS11e02",11,"2.0","20.11.2024",51555,"FR",1.0008659,0.7395006,3.184377,2.3548486,5,3,0,2,6,2,2,2,8,2,8,2,3,2,4,2,41,1,4,620,15,1,1,1,2,40,6,7,2,0.000122004094,637,6262
"ESS11e02",11,"2.0","20.11.2024",51567,"FR",0.9924951,1.0943928,3.184377,3.4849591,4,7,0,1,7,3,0,3,3,1,7,2,3,2,3,2,58,2,1,800,20,1,1,3,1,45,6,10,1,0.0001230331,595,6074
"ESS11e02",11,"2.0","20.11.2024",51633,"FR",1.0047086,1.1858854,3.184377,3.7763062,0,10,5,1,8,2,6,8,10,1,10,1,3,1,3,1,28,1,1,321,12,1,1,2,2,40,6,8,1,0.00012153747,601,6129
"ESS11e02",11,"2.0","20.11.2024",51680,"FR",0.99797297,0.64064556,3.184377,2.040057,5,8,5,1,8,2,0,3,6,1,8,3,3,2,2,1,76,1,3,710,14,0,1,1,1,42,6,7,1,0.00012235777,631,6235
"ESS11e02",11,"2.0","20.11.2024",51713,"FR",0.9917096,1.1705431,3.184377,3.7274504,7,2,4,2,8,2,1,8,4,2,9,1,1,2,3,1,27,2,3,321,11,1,1,1,2,45,1,4,3,0.00012313055,627,6282
"ESS11e02",11,"2.0","20.11.2024",51731,"FR",0.9883663,2.518685,3.184377,8.020443,6,2,4,2,4,3,2,4,3,3,5,2,3,2,5,2,35,1,3,113,9,0,1,2,2,35,1,4,3,0.00012354706,626,6185
"ESS11e02",11,"2.0","20.11.2024",51734,"FR",0.99142605,0.64788234,3.184377,2.0631015,3,5,5,1,5,3,5,7,7,1,7,2,1,2,1,1,65,66,3,323,10,0,1,1,1,40,6,4,1,0.00012316577,619,6337
"ESS11e02",11,"2.0","20.11.2024",51739,"FR",0.99023914,0.7693613,3.184377,2.4499364,6,5,2,2,6,4,4,3,4,2,6,1,3,2,2,2,38,3,4,720,20,1,1,1,2,39,6,8,1,0.0001233134,631,6241
"ESS11e02",11,"2.0","20.11.2024",51757,"FR",1.0072093,0.8091177,3.184377,2.5765357,0,8,5,2,5,3,2,4,4,2,10,4,1,2,2,1,56,3,4,321,12,0,1,1,2,777,1,4,2,0.00012123572,622,6222
"ESS11e02",11,"2.0","20.11.2024",51773,"FR",1.0011168,0.62683475,3.184377,1.9960781,2,2,1,2,7,0,1,2,4,3,7,1,3,1,2,1,56,1,3,321,12,1,1,1,2,20,6,6,1,0.000121973535,629,6227
"ESS11e02",11,"2.0","20.11.2024",51840,"FR",0.9893607,0.7050237,3.184377,2.2450612,3,2,2,8,7,3,2,4,3,1,8,4,3,2,2,1,61,1,4,321,15,0,1,1,2,39,6,2,2,0.00012342288,624,6117
"ESS11e02",11,"2.0","20.11.2024",51845,"FR",1.008975,0.6919994,3.184377,2.2035868,0,5,5,1,6,3,2,3,3,1,6,2,3,2,2,1,64,66,3,710,17,0,1,1,1,45,2,6,1,0.00012102355,621,6305
"ESS11e02",11,"2.0","20.11.2024",51878,"FR",0.9958574,1.3262737,3.184377,4.2233553,0,10,10,1,6,3,5,6,10,3,7,1,3,2,4,2,30,3,4,323,14,1,1,1,1,30,2,6,2,0.0001226177,625,6322
"ESS11e02",11,"2.0","20.11.2024",51901,"FR",0.99355733,1.0884145,3.184377,3.465922,0,0,1,2,88,88,88,88,88,4,10,2,3,2,5,2,30,1,2,321,11,0,1,1,2,30,2,6,3,0.00012290156,628,6343
"ESS11e02",11,"2.0","20.11.2024",51905,"FR",0.99948925,0.7438478,3.184377,2.3686917,8,5,5,1,2,4,4,7,8,3,7,4,1,1,1,2,88,66,4,321,12,0,2,6,2,75,6,1,2,0.00012217215,637,6347
"ESS11e02",11,"2.0","20.11.2024",51911,"FR",0.9976765,1.2301953,3.184377,3.9174054,6,0,5,1,5,0,77,6,5,7,5,2,3,7,2,2,60,1,4,213,9,1,1,1,2,40,1,6,1,0.00012239412,632,6214
"ESS11e02",11,"2.0","20.11.2024",51951,"FR",0.9882933,1.336444,3.184377,4.2557416,3,0,0,2,6,3,2,4,3,2,8,2,3,2,4,2,32,3,4,520,14,1,1,3,1,888,6,3,2,0.00012355618,638,6379
"ESS11e02",11,"2.0","20.11.2024",51959,"FR",0.99140745,1.2391574,3.184377,3.9459443,7,5,0,2,7,0,0,0,3,1,8,2,3,1,4,1,42,2,1,313,19,1,1,1,1,50,6,10,1,0.00012316807,617,6393
"ESS11e02",11,"2.0","20.11.2024",51995,"FR",0.99836165,1.45227,3.184377,4.624575,6,7,7,3,9,6,7,5,6,2,7,1,2,2,4,2,17,66,4,213,12,0,1,2,2,46,6,88,1,0.00012231013,619,6390
"ESS11e02",11,"2.0","20.11.2024",52033,"FR",1.0058533,1.1808654,3.184377,3.7603204,6,7,5,1,8,4,3,3,1,1,7,2,3,2,4,1,20,66,4,313,14,1,1,2,2,35,6,9,1,0.00012139916,631,6260
"ESS11e02",11,"2.0","20.11.2024",52062,"FR",1.0069801,2.0057468,3.184377,6.387054,3,2,2,3,77,5,5,5,5,7,8,2,3,1,4,2,31,1,3,213,9,1,1,2,2,20,1,5,1,0.00012126332,634,6231
"ESS11e02",11,"2.0","20.11.2024",52063,"FR",1.0121078,1.4526594,3.184377,4.625815,3,2,1,2,5,0,0,0,0,1,10,1,3,1,2,2,46,66,2,313,12,1,1,1,2,39,2,3,3,0.00012064893,617,6359
"ESS11e02",11,"2.0","20.11.2024",52065,"FR",1.0121996,1.6228789,3.184377,5.167858,4,2,2,2,7,3,0,4,3,2,7,2,3,1,1,2,78,66,3,113,9,0,1,2,2,45,2,4,1,0.000120638004,617,6413
"ESS11e02",11,"2.0","20.11.2024",52068,"FR",0.99761474,1.0078332,3.184377,3.2093208,3,2,0,1,7,1,0,2,2,1,7,1,3,2,1,2,40,66,1,720,20,1,2,6,2,42,1,77,3,0.0001224017,610,6152
"ESS11e02",11,"2.0","20.11.2024",52115,"FR",0.99716085,1.5987662,3.184377,5.091074,8,6,88,2,2,2,88,5,2,8,7,1,3,1,2,2,64,1,3,113,5,0,1,1,1,35,6,77,1,0.00012245742,617,6358
"ESS11e02",11,"2.0","20.11.2024",52117,"FR",1.0006013,1.3946108,3.184377,4.440966,3,7,6,3,7,5,6,5,5,1,9,1,3,1,4,2,16,66,1,213,10,0,6,6,6,666,6,6,1,0.00012203637,629,6248
"ESS11e02",11,"2.0","20.11.2024",52162,"FR",1.0172018,1.006616,3.184377,3.2054448,5,5,1,1,5,4,4,3,5,2,7,2,2,1,1,1,77,66,1,620,15,0,1,1,1,18,6,77,2,0.000120044766,641,6082
"ESS11e02",11,"2.0","20.11.2024",52168,"FR",0.997002,1.3578196,3.184377,4.323809,6,10,5,1,9,8,3,3,5,1,9,1,3,2,1,1,33,66,3,610,15,1,1,1,2,39,6,5,1,0.00012247694,597,6101
"ESS11e02",11,"2.0","20.11.2024",52286,"FR",0.9887039,0.90254647,3.184377,2.8740482,7,6,5,2,8,3,3,6,4,2,9,1,3,1,1,2,53,66,4,321,11,1,1,1,2,35,6,2,3,0.00012350487,628,6382
"ESS11e02",11,"2.0","20.11.2024",52291,"FR",0.9937159,1.0111853,3.184377,3.219995,3,2,2,2,8,2,2,3,5,2,7,2,3,2,2,2,61,1,4,321,12,1,1,1,2,888,6,4,1,0.00012288195,621,6275
"ESS11e02",11,"2.0","20.11.2024",52293,"FR",1.0015689,2.4059281,3.184377,7.661382,5,0,0,1,8,0,0,0,7,1,7,2,3,2,3,2,49,3,1,213,14,1,1,1,2,63,2,5,2,0.00012191848,623,6309
"ESS11e02",11,"2.0","20.11.2024",52315,"FR",0.9960651,0.7837152,3.184377,2.4956446,4,5,3,1,7,4,4,4,3,3,7,2,2,2,2,2,65,1,3,321,11,0,1,1,1,35,1,6,2,0.00012259214,625,6328
